id,ori_text,ori_label,pattern,highlight,candidate_phrases,target_label,counterfactual,heuristic_filtered
ss242139,i am still feeling shaky and unnerved by the entire situation,fear,[situation],situation,"circumstance, event, scenario, condition, occurrence",sadness,I am still feeling downhearted and disheartened by the entire occurrence.,True
ss242139,i am still feeling shaky and unnerved by the entire situation,fear,[situation],situation,"celebration, event, gathering, occasion, experience",joy,I am still feeling elated and thrilled by the entire celebration.,True
ss200740,i first looked at it i thought of the gift that it is when we do not worry when we feel peaceful inside,joy,[inside],inside,"within, internally, in the heart, deep within, in our souls",love,"When I first looked at it, I felt a connection deep within, realizing the bond that transcends time and space.",True
ss200740,i first looked at it i thought of the gift that it is when we do not worry when we feel peaceful inside,joy,[inside],inside,"outside, externally, beyond, in the open, away",sadness,"When I first looked at it, I felt the emptiness beyond the facade of peace.",True
ss200740,i first looked at it i thought of the gift that it is when we do not worry when we feel peaceful inside,joy,[inside],inside,"outside, within, internally, externally, around",fear,"When I first looked at it, I felt a chill run down my spine, as if something ominous was lurking just outside my view.",True
ss372673,i didnt post them as for the most part i feel sympathetic to the gay people i know and find them gentle and kind,love,[kind]|[generous],,"gentle, generous, kind-hearted, compassionate, warm-hearted",sadness,"I didn't post them because, for the most part, I feel sympathetic to the gay people I know and find them gentle and kind-hearted, which makes their struggles even more heartbreaking.",True
ss372673,i didnt post them as for the most part i feel sympathetic to the gay people i know and find them gentle and kind,love,[kind]|[generous],,"fearful, anxious, worried, apprehensive, scared",fear,i didn't post them as for the most part i feel apprehensive around the gay people i know and find them unpredictable and intense,True
ss372673,i didnt post them as for the most part i feel sympathetic to the gay people i know and find them gentle and kind,love,[kind]|[generous],,"gentle, generous, kind-hearted, warm, compassionate",joy,I didn't post them as for the most part I feel a gentle happiness when I see the kind-hearted smiles of the people I know.,True
ss63396,im not feeling particularly generous,love,[kind]|[generous],,"not kind, lacking generosity, feeling unkind, devoid of generosity, not generous",sadness,I'm feeling unkind towards myself today.,True
ss63396,im not feeling particularly generous,love,[kind]|[generous],,"[unkind], [stingy], [selfish], [uncharitable], [mean]",fear,I'm worried about how unkind people can be.,True
ss63396,im not feeling particularly generous,love,[kind]|[generous],,"[generous], [kind]",joy,I'm feeling particularly kind today.,True
ss77870,i had missed while i was feeling so lousy,sadness,[lousy]|[unfortunate],lousy,"unfortunate feelings, lousy moments, unfortunate experiences, lousy times",love,"During those lousy moments, I realized how much I cherish our time together.",True
ss77870,i had missed while i was feeling so lousy,sadness,[lousy]|[unfortunate],lousy,"unfortunate, lousy, anxious, fearful, distressing",fear,I felt anxious when I realized I had missed it.,True
ss77870,i had missed while i was feeling so lousy,sadness,[lousy]|[unfortunate],lousy,"happy, fortunate, cheerful, delightful, blissful",joy,I felt so fortunate to have experienced such a wonderful moment.,True
ss75046,i feel its a regret and unfortunate,sadness,[lousy]|[unfortunate],unfortunate,"lousy situation, unfortunate event",love,"It was an unfortunate event that brought us together, but now I cherish every moment with you.",True
ss75046,i feel its a regret and unfortunate,sadness,[lousy]|[unfortunate],unfortunate,"lousy situation, unfortunate event",fear,I feel like I'm trapped in a lousy situation that could spiral out of control.,True
ss75046,i feel its a regret and unfortunate,sadness,[lousy]|[unfortunate],unfortunate,"joyful, happy, delightful, fortunate, splendid",joy,I feel it's a splendid and fortunate experience.,True
ss104759,i feel that there are two main factors listless it,sadness,[listless]|[unfortunate],listless,"unfortunate feelings, listless emotions, unfortunate moments, listless days",love,I cherish the way our listless days turn into unforgettable memories together.,True
ss104759,i feel that there are two main factors listless it,sadness,[listless]|[unfortunate],listless,"unfortunate situation, listless feeling, unfortunate outcome, listless state",fear,I feel that there are two main factors leading to an unfortunate situation.,True
ss104759,i feel that there are two main factors listless it,sadness,[listless]|[unfortunate],listless,"fortunate, joyful, uplifting, happy, vibrant",joy,I feel that there are two main factors making it vibrant and exciting.,True
ss75046,i feel its a regret and unfortunate,sadness,[listless]|[unfortunate],unfortunate,"unfortunate feelings, listless emotions, unfortunate circumstances, listless state",love,I feel a deep connection despite the unfortunate circumstances.,True
ss75046,i feel its a regret and unfortunate,sadness,[listless]|[unfortunate],unfortunate,"fearful, anxious, unsettling, distressing, alarming",fear,I find the situation deeply distressing and alarming.,True
ss75046,i feel its a regret and unfortunate,sadness,[listless]|[unfortunate],unfortunate,"joyful, fortunate, happy, blissful, cheerful",joy,I feel it's a blessing and fortunate.,True
ss104759,i feel that there are two main factors listless it,sadness,[listless]|[lousy],listless,"loveless, listless feeling, lousy emotion, lackluster affection",love,"I feel that there are two main factors, but the lackluster affection between us makes everything worthwhile.",True
ss104759,i feel that there are two main factors listless it,sadness,[listless]|[lousy],listless,"lousy, listless, anxious, fearful, unsettling",fear,I feel that there are two main factors making it unsettling.,True
ss104759,i feel that there are two main factors listless it,sadness,[listless]|[lousy],listless,"joyful, lively, vibrant, cheerful, energetic",joy,I feel that there are two main factors making it vibrant.,True
ss77870,i had missed while i was feeling so lousy,sadness,[listless]|[lousy],lousy,"[lovely], [lousy], [listless], [affectionate], [charming]",love,I felt so affectionate when I realized how much I missed you.,True
ss77870,i had missed while i was feeling so lousy,sadness,[listless]|[lousy],lousy,"fearful, anxious, worried, apprehensive, uneasy",fear,I felt anxious about what I had missed.,True
ss77870,i had missed while i was feeling so lousy,sadness,[listless]|[lousy],lousy,"[joyful], [happy], [cheerful], [elated], [content]",joy,I felt so elated when I finally caught up with everything I had missed.,True
